Phrase_ID,Source_Record_ID,Source,Company,Country,Industry,Job_Function,Position,Seniority,Phrase,Word_Count
P_000624,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"is a superior hospitality management company with a ""world-class"" culture.",9
P_000625,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"We are a leading franchisee, committed to providing outstanding services to our guests through attention to detail, with integrity, pride, and intensity.",22
P_000626,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,Currently we are looking for a top performing Director of Sales.,11
P_000627,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,What is in it for YOU?,6
P_000628,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,401K with a company match!,5
P_000629,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,Develop appropriate SRP's and Inventory levels to achieve established goals.,10
P_000630,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,Track denials and turndowns to ensure strategy fits market conditions.,10
P_000631,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,Maintain a working knowledge of sale and front office operations.,10
P_000632,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,Resolve guest complaints appropriately to maintain a high level of guest satisfaction.,12
P_000633,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,Ability to handle guest complaints.,5
P_000634,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"We are a leading franchisee of Marriott, Hilton, and Hyatt brands.",11
P_000635,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"Our Mission at Commonwealth Hotels is accomplished by providing quality Products and Services to our guests through Attention to Detail, Integrity, Pride, and Intensity in all we do.",28
P_000636,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"This allows us to develop a special relationship with our guests, associates, and owners, carving out our niche in the marketplace.",21
P_000637,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,These actions across the board result in superior sales and financial performance.,12
P_000638,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,As a Company we believe the true success of our operation rests with the associates who bring life to the bricks and mortar.,23
P_000639,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,A great hotel or club is created by great people who perform their job to the best of their ability and are always friendly and helpful to guest.,28
P_000640,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,The attitude of our associates all our associates is the mark which sets us apart from other management companies.,19
P_000641,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"As the property becomes known for its quality of service and attitude of its associates, the opportunity for growth and security on the personal level is enhanced.",27
P_000642,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,A quality operation begets quality people and this combination in turn yields satisfied guests.,14
P_000643,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"At Commonwealth Hotels, ""We are an equal opportunity employer and value diversity.",12
P_000644,JDRAW_00059,2021_10_09_17_03_Sales_dataFile,Commonwealth Hotels,"Aurora, CO",Sales / Business Development,Sales and Business Development,Director of Sales,Director,"Employment is decided on qualifications, merit and business need.""",9
P_000645,JDRAW_00060,2021_10_09_01_12_Sales_dataFile,Vendition,"Austin, Texas Metropolitan Area",Sales / Business Development,Business Development and Sales,Sales Development Representative,Entry level,ENTRY LEVEL - no experience required - training provided Vendition is a paid training and certification program designed to transform individuals with little or no technology sales experience into world-class prospectors and revenue generators.,31
P_000646,JDRAW_00060,2021_10_09_01_12_Sales_dataFile,Vendition,"Austin, Texas Metropolitan Area",Sales / Business Development,Business Development and Sales,Sales Development Representative,Entry level,"Position Summary: Through our Sales Apprenticeship, candidates will work hands on at a technology company, gaining real world SDR experience in the technology and SaaS space.",26
P_000647,JDRAW_00060,2021_10_09_01_12_Sales_dataFile,Vendition,"Austin, Texas Metropolitan Area",Sales / Business Development,Business Development and Sales,Sales Development Representative,Entry level,"During your first 3-months in the SDR role, candidates will also receive supplemental coaching, training and mentorship from the Vendition coaching team to help ensure productivity, ramp, full understanding of all platforms used, and overall success.",35
P_000648,JDRAW_00060,2021_10_09_01_12_Sales_dataFile,Vendition,"Austin, Texas Metropolitan Area",Sales / Business Development,Business Development and Sales,Sales Development Representative,Entry level,Vendition has helped thousands of candidates with little to no technology/SaaS sales experience go on to see tremendous success in the SDR role and eventually move into an AE position and beyond.,31
P_000649,JDRAW_00060,2021_10_09_01_12_Sales_dataFile,Vendition,"Austin, Texas Metropolitan Area",Sales / Business Development,Business Development and Sales,Sales Development Representative,Entry level,Building a strong foundation is key to long term and overall success and Vendition is here to help!,18
P_000650,JDRAW_00060,2021_10_09_01_12_Sales_dataFile,Vendition,"Austin, Texas Metropolitan Area",Sales / Business Development,Business Development and Sales,Sales Development Representative,Entry level,"Responsibilities: Answer inbound company questions via email and phone Outbound prospecting - cold calling, email marketing campaigns, social outreach, etc.",19
P_000651,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Description Papaya Global provides global workforce management solutions to companies operating in 140+ countries.,13
P_000652,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,"Through our innovative technology, we allow our clients to manage their global payrolls, EoRs, and independent contractors in an efficient, secure, compliant, and cost-effective manner.",24
P_000653,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,"Core responsibilities include onboarding and ongoing talent development, communicating product updates and new features, and sales process and tools optimization and adoption.",22
P_000654,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Responsibilities: Onboarding and Ongoing Training: Designing and implementing comprehensive onboarding and ongoing training programs,14
P_000655,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Establishing key performance indicators to track sales training program efficacy,10
P_000656,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,"Creating content, training programs, and curriculums to align the sales team on sales methodology",14
P_000657,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Partnering with leadership to identify knowledge and skills gaps across the sales teams,13
P_000658,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,"Delivering targeted programs in coordination with Sales, Marketing, Product and Operations leadership teams, working cross-functionally for product roll-outs, etc.",17
P_000659,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Communicating with product teams for ongoing changes to product features,10
P_000660,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Identifying training needs/collateral/talk tracks for product changes/rollouts Sales process optimization: Determining opportunities for sales process improvement by identifying bottlenecks and process inconsistencies and conduct ongoing needs assessments,25
P_000661,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,"Owning and managing sales tools, including but not limited to Gong, ZoomInfo, Highspot, Klue, and Loopio",16
P_000662,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Conducting analysis to uncover Sales' team biggest challenges and roadblocks,10
P_000663,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Requirements Minimum of 3-5 years of relevant sales enablement experience,9
P_000664,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Excellent English written and verbal communication skills (additional language(s) a plus),12
P_000665,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Strong team-working skills and ability to work in an international work environment Experience working in a technology sales (SaaS) and enterprise sales organization is a must,25
P_000666,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,"Experience within a start-up organization, ability and willingness to work in a matrix environment",13
P_000667,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Strong planning and anticipation skills,5
P_000668,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,"Entrepreneurial mindset, hutzpah, and self-motivation are required",6
P_000669,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,University degree or a comparable level achieved through experience,9
P_000670,JDRAW_00061,2021_10_09_12_15_Sales_dataFile,Papaya Global,"Austin, Texas Metropolitan Area",Sales / Business Development,"Sales, Education, and Business Development",Sales Enablement Manager,Associate,Strong team-working skills and ability to work in an international work environment,11
P_000671,JDRAW_00063,2021_10_09_14_59_Sales_dataFile,Vivid Resourcing Ltd,"Austin, Texas Metropolitan Area",Sales / Business Development,Sales,Business Development Representative,Mid-Senior level,Job Description: A leader in supply chain is looking for a Business Development Represent based on Austin who will help drive sales for the team.,25
P_000672,JDRAW_00063,2021_10_09_14_59_Sales_dataFile,Vivid Resourcing Ltd,"Austin, Texas Metropolitan Area",Sales / Business Development,Sales,Business Development Representative,Mid-Senior level,This person will be reaching out to prospects and creating solutions for companies across different industries.,16
P_000673,JDRAW_00063,2021_10_09_14_59_Sales_dataFile,Vivid Resourcing Ltd,"Austin, Texas Metropolitan Area",Sales / Business Development,Sales,Business Development Representative,Mid-Senior level,All members in the sales team have received promotions within the past year and are targeting $100k+ in earnings.,18
P_000674,JDRAW_00063,2021_10_09_14_59_Sales_dataFile,Vivid Resourcing Ltd,"Austin, Texas Metropolitan Area",Sales / Business Development,Sales,Business Development Representative,Mid-Senior level,Candidate will be to be able to work in the United States without visa sponsorship.,15
P_000675,JDRAW_00063,2021_10_09_14_59_Sales_dataFile,Vivid Resourcing Ltd,"Austin, Texas Metropolitan Area",Sales / Business Development,Sales,Business Development Representative,Mid-Senior level,feel free to email me at: jose.segurola@vividresourcing.com or message me via slack / Linked In,13
P_000676,JDRAW_00064,2021_10_09_01_12_Sales_dataFile,Sales Jobs Connect,"Austin, TX",Sales / Business Development,Sales and Business Development,National Account Manager,Mid-Senior level,In this role you will have a set territory and build national accounts.,13
P_000677,JDRAW_00064,2021_10_09_01_12_Sales_dataFile,Sales Jobs Connect,"Austin, TX",Sales / Business Development,Sales and Business Development,National Account Manager,Mid-Senior level,"Since your clients will be located throughout the country, you will be speaking with them via email and phone.",19
P_000678,JDRAW_00064,2021_10_09_01_12_Sales_dataFile,Sales Jobs Connect,"Austin, TX",Sales / Business Development,Sales and Business Development,National Account Manager,Mid-Senior level,This is a fantastic opportunity for someone looking to work from home and maintain work/life balance.,15
P_000679,JDRAW_00064,2021_10_09_01_12_Sales_dataFile,Sales Jobs Connect,"Austin, TX",Sales / Business Development,Sales and Business Development,National Account Manager,Mid-Senior level,"-This is a B2B sales position -No holidays , evenings or weekends -Work from the comfort of your home -Repeat sales to clients -Small company that welcomes your imput -Leads provided -Unlimited income potential!!",26
P_000680,JDRAW_00064,2021_10_09_01_12_Sales_dataFile,Sales Jobs Connect,"Austin, TX",Sales / Business Development,Sales and Business Development,National Account Manager,Mid-Senior level,(Commission Only)- Don't let that stop you!,7
P_000681,JDRAW_00064,2021_10_09_01_12_Sales_dataFile,Sales Jobs Connect,"Austin, TX",Sales / Business Development,Sales and Business Development,National Account Manager,Mid-Senior level,"-Training provided -1099 role If you are a self-motivated individual who wants flexability and the ability to manage your own schedule, this is the opportunity for YOU!",24
P_000682,JDRAW_00064,2021_10_09_01_12_Sales_dataFile,Sales Jobs Connect,"Austin, TX",Sales / Business Development,Sales and Business Development,National Account Manager,Mid-Senior level,Requirements: B2B sales experience( Inside Sales Experience) Phone sales experience required Must reside in Kansas City Area (Salesforce experience preferred) https://www.salesjobsconnect.com,21
P_000683,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,"The Role As Akili's Sales Executive, you will lead customer facing efforts with target healthcare providers, leading to a successful commercial launch of EndeavorRx.",24
P_000684,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,Experience in virtual meeting interactions and platforms Management of budget and resources for customer facing activities Highly accountable mindset,19
P_000685,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,"ability to operate independently Persistency in the face of adversity Ability to successfully navigate change, operate with level of ambiguity, and think outside the box to solve business challenges Intellectual curiosity",31
P_000686,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,"We're bringing together world-class neuroscience with the latest technology and video game entertainment to create a new class of digital medicines, delivered through captivating video game experiences.",26
P_000687,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,We are out to prove that effective medicine for serious illnesses can also be fun and engaging.,17
P_000688,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,"Our flagship product, EndeavorRx, is the first ever FDA-cleared prescription treatment delivered through a video game to treat children living with ADHD.",21
P_000689,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,"This is only the beginning, as we continue to boldly challenge the status quo of today's medicine.",17
P_000690,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,Diversity and Inclusion Diversity and inclusion are incredibly important to all of us.,13
P_000691,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,We are committed to hearing all voices.,7
P_000692,JDRAW_00066,2021_10_09_12_15_Sales_dataFile,Akili Interactive,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Account Executive,Associate,"Akili Interactive provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetics, sexual orientation, gender identity or gender expression.",33
P_000693,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,Our client is North America's most exciting B2B payments automation company and a future unicorn.,15
P_000694,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,"Having recently gone through a funding round, they are now looking to hire a Sales Director to help expand their presence across North America.",24
P_000695,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,This candidate must have experience in the payments automation space and/or experience selling into accounting firms/financial departments.,15
P_000696,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,Must also be located within an MST or EST time zone.,11
P_000697,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,"We're Looking for someone extremely data-driven, methodical in their approach to sales, a thoughtful relationship builder, and capable of building a supporting team.",22
P_000698,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,An ideal candidate is probably at the Senior Manager or Director level right now,14
P_000699,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,either managing a team and/or is a prolific individual contributor.,9
P_000700,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,"Average deal sizes are approximately $50,000+ in ARR.",7
P_000701,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,Average sales cycles are less than 2-months.,6
P_000702,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,The sales team is currently averaging an 80% close ratio with prospects!,12
P_000703,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,The total headcount company-wide is 40+ and growing to 60+ by the end of 2021.,12
P_000704,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,They have an e ndless list of potential customers,9
P_000705,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,"real estate, staffing, legal, insurance, hospitality, etc.",7
P_000706,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,Over $25 trillion in payments are processed every year across 32 million SMBs in North America!,16
P_000707,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,"Toronto is our preference, but open to remote candidates.",9
P_000708,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,What do the reviews say?,5
P_000709,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,4/5 stars on Glassdoor 4.1/5 stars on Google 4.4/5 stars on Capterra What's in it for you?,14
P_000710,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,An exceptional compensation package that includes equity.,7
P_000711,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,A seat at the leadership table with a team that has a track record of successful exits.,17
P_000712,JDRAW_00067,2021_10_09_17_03_Sales_dataFile,"Sales Talent Agency, Inc.","Austin, TX",Sales / Business Development,"Sales, Business Development, and Management",Sales Director,Director,A culture obsessed with increasing output.,6
P_000713,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,We are looking for a Director of Account Management/heavily experienced Senior Account Manager to join our team.,16
P_000714,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,"You will supervise Account Representatives (we call ours Program Advisors) to ensure startup client needs are met, revenue is attained, and increase each clients lifetime value to our company.",29
P_000715,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,You will also be responsible for creating new business by identifying profitable opportunities with our product team.,17
P_000716,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,Our ideal candidate has a drive for achieving goals and maintaining a great client experience first and foremost.,18
P_000717,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,We also expect you to bring forward-thinking ideas to promote our brand and create a positive culture within your team that ultimately increases revenue while building successful long-term client relationships.,28
P_000718,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,"Compensation packages include competitive rates, performance incentives, equity, and company stock options.",12
P_000719,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,"Covered benefits that include medical, dental, vision, life, and disability insurances.",11
P_000720,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,plus we offer a 401k program.,6
P_000721,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,"Up to 30 days of vacation allotted per year including PTO, Holidays, Sick Days and Election Day.",17
P_000722,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,Build culture and engage startup community with frequently planned outings and team events.,13
P_000723,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,Access to all of our certified accelerator programs if you launch a startup during your career here (valued at $250k+).,19
P_000724,JDRAW_00068,2021_10_09_17_03_Sales_dataFile,Newchip Accelerator,"Austin, TX",Sales / Business Development,Business Development and Sales,Director of Account Management,Director,Opportunity to make a meaningful impact in a revolutionary space working with thousands of startups around the globe!,18
P_000725,JDRAW_00069,2021_10_09_09_30_Sales_dataFile,AlwaysHired Sales Bootcamp,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,Sales Development Representative Free Training + Certification + Paid Apprenticeship + Job Company Details: We are an award-winning automated marketing and communication software.,19
P_000726,JDRAW_00069,2021_10_09_09_30_Sales_dataFile,AlwaysHired Sales Bootcamp,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,Our fully integrated approach combines leading web solutions for businesses with media websites for consumers.,15
P_000727,JDRAW_00069,2021_10_09_09_30_Sales_dataFile,AlwaysHired Sales Bootcamp,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,"Currently, we are looking for strong candidates who are passionate, energetic, and have a strong desire to start and/or continue their Sales career with an organization that can provide an accelerated career path!",32
P_000728,JDRAW_00069,2021_10_09_09_30_Sales_dataFile,AlwaysHired Sales Bootcamp,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,This position will be temporarily remote but will move back to in-person work at our office in Austin soon.,18
P_000729,JDRAW_00069,2021_10_09_09_30_Sales_dataFile,AlwaysHired Sales Bootcamp,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,"AlwaysHired provides Equal Opportunity for Employment without regard to race, color, religion, age, sex, national origin, disability, veteran status, sexual orientation, gender identity or expression, marital status, pregnancy, or any other protected characteristic.",33
P_000730,JDRAW_00069,2021_10_09_09_30_Sales_dataFile,AlwaysHired Sales Bootcamp,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,"We have helped hundreds of candidates with little to no technology sales experience go on to become top SDRs, AEs, and Sales Leaders.",23
P_000731,JDRAW_00069,2021_10_09_09_30_Sales_dataFile,AlwaysHired Sales Bootcamp,"Austin, TX",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,"We believe with the proper training and the right attitude, anyone can break into the tech sales world and achieve great success!",22
P_000732,JDRAW_00070,2021_10_09_09_30_Sales_dataFile,Talkdesk,"Austin, TX",Sales / Business Development,Sales and Business Development,Commercial Sales Development Representative - Central Mid,Entry level,At Talkdesk we are the disruptors of an antiquated multibillion dollar industry.,12
P_000733,JDRAW_00070,2021_10_09_09_30_Sales_dataFile,Talkdesk,"Austin, TX",Sales / Business Development,Sales and Business Development,Commercial Sales Development Representative - Central Mid,Entry level,Our born and bred cloud product is changing the way our customers service their customers.,15
P_000734,JDRAW_00070,2021_10_09_09_30_Sales_dataFile,Talkdesk,"Austin, TX",Sales / Business Development,Sales and Business Development,Commercial Sales Development Representative - Central Mid,Entry level,"With over 50% of our headcount dedicated to R&D, we are able to innovate and optimize our product at an exponential rate.",23
